serialNumber,category,brand,model,schoolCode,status,specifications,condition
OTH-598260440,Others,Logitech,Printer MF445dw,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-598261585,Laptop,Dell,VivoBook 15,,Maintenance,"13.3 inch Display, 128GB Storage",Good
DES-598262254,Desktop,Dell,OptiPlex 3080,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
LAP-598263651,Laptop,ASUS,VivoBook 15,,Maintenance,"13.3 inch Display, 128GB Storage",Good
LAP-598264071,Laptop,ASUS,Aspire 5,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-598265844,Others,Brother,LaserJet Pro,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
DES-598266480,Desktop,HP,ThinkCentre M720,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-598267191,Projector,BenQ,PA503W,,Maintenance,"4000 Lumens, Wireless",New
LAP-598268321,Laptop,Acer,ThinkPad E14,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-598269668,Others,Canon,Webcam C920,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-598270810,Others,Canon,Printer MF445dw,,Maintenance,"Network Ready, Duplex Printing",New
LAP-598271237,Laptop,Lenovo,Aspire 5,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-598272720,Laptop,HP,Latitude 3520,,Maintenance,"13.3 inch Display, 128GB Storage",Good
OTH-598273435,Others,Canon,LaserJet Pro,,Available,"13.3 inch Display, 128GB Storage",Good
TAB-598274901,Tablet,Huawei,MatePad,,Maintenance,"4000 Lumens, Wireless",Fair
DES-598275317,Desktop,Lenovo,EliteDesk 800,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-598276846,Projector,BenQ,PA503W,,Available,"13.3 inch Display, 128GB Storage",Fair
PRO-598277723,Projector,Epson,PA503W,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-598278047,Projector,Optoma,EB-X05,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-598279398,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"3000 Lumens, HDMI, VGA",Good
TAB-598280880,Tablet,Lenovo,Tab M10,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-598281833,Desktop,Lenovo,EliteDesk 800,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
TAB-598282222,Tablet,Huawei,iPad 9th Gen,,Available,"10.1 inch Display, 64GB Storage",Fair
PRO-598283694,Projector,BenQ,MH550,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-598284586,Projector,Epson,MH550,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
TAB-598285287,Tablet,Apple,Galaxy Tab A8,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-598286495,Laptop,Lenovo,Latitude 3520,,Available,"4000 Lumens, Wireless",Fair
PRO-598287906,Projector,BenQ,PA503W,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-598288064,Laptop,HP,Aspire 5,,Available,"4000 Lumens, Wireless",Fair
OTH-598289306,Others,Brother,Webcam C920,,Maintenance,"4000 Lumens, Wireless",Fair
OTH-598290053,Others,Logitech,DCP-L2550DW,,Available,"4000 Lumens, Wireless",New
LAP-598291731,Laptop,Acer,VivoBook 15,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
LAP-598292066,Laptop,Acer,Aspire 5,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-598293466,Laptop,Dell,ThinkPad E14,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
DES-598294601,Desktop,Dell,ThinkCentre M720,,Maintenance,"10.1 inch Display, 64GB Storage",New
OTH-598295166,Others,Logitech,DCP-L2550DW,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-598296178,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-598297824,Projector,Epson,MH550,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-598298116,Others,Brother,DCP-L2550DW,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
TAB-598299170,Tablet,Apple,MatePad,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
DES-598300326,Desktop,Acer,OptiPlex 3080,,Maintenance,"13.3 inch Display, 128GB Storage",Good
TAB-598301731,Tablet,Huawei,iPad 9th Gen,,Maintenance,"3000 Lumens, HDMI, VGA",New
TAB-598302323,Tablet,Lenovo,Tab M10,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
TAB-598303278,Tablet,Huawei,iPad 9th Gen,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
TAB-598304017,Tablet,Apple,Galaxy Tab A8,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-598305109,Others,Logitech,LaserJet Pro,,Maintenance,"4000 Lumens, Wireless",New
LAP-598306768,Laptop,Acer,Aspire 5,,Available,"10.1 inch Display, 64GB Storage",New
TAB-598307707,Tablet,Samsung,MatePad,,Maintenance,"10.1 inch Display, 64GB Storage",New
OTH-598308504,Others,Canon,DCP-L2550DW,,Available,"13.3 inch Display, 128GB Storage",Good
LAP-598309615,Laptop,Dell,Latitude 3520,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-598310258,Desktop,Dell,ThinkCentre M720,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-598311397,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"13.3 inch Display, 128GB Storage",New
OTH-598312428,Others,Logitech,Webcam C920,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
TAB-598313129,Tablet,Samsung,Tab M10,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-598314998,Tablet,Huawei,Galaxy Tab A8,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-598315045,Desktop,Acer,EliteDesk 800,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
DES-598316605,Desktop,Lenovo,Veriton M,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
LAP-598317074,Laptop,Dell,Aspire 5,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-598318581,Others,Canon,Printer MF445dw,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
LAP-598319443,Laptop,ASUS,ProBook 450,,Maintenance,"Network Ready, Duplex Printing",New
TAB-598320212,Tablet,Lenovo,Tab M10,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
TAB-598321378,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-598322888,Others,HP,DCP-L2550DW,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-598323489,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"Network Ready, Duplex Printing",Good
TAB-598324907,Tablet,Apple,Tab M10,,Maintenance,"13.3 inch Display, 128GB Storage",Good
DES-598325612,Desktop,Dell,Veriton M,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-598326005,Laptop,Acer,Latitude 3520,,Maintenance,"4000 Lumens, Wireless",Good
PRO-598327746,Projector,ViewSonic,EB-X05,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
PRO-598328193,Projector,ViewSonic,PA503W,,Available,"10.1 inch Display, 64GB Storage",Good
DES-598329758,Desktop,Lenovo,OptiPlex 3080,,Available,"10.1 inch Display, 64GB Storage",Fair
OTH-598330985,Others,HP,DCP-L2550DW,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
TAB-598331511,Tablet,Lenovo,Galaxy Tab A8,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
PRO-598332183,Projector,Epson,EB-X05,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-598333335,Others,Canon,LaserJet Pro,,Maintenance,"4000 Lumens, Wireless",New
TAB-598334828,Tablet,Lenovo,iPad 9th Gen,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-598335971,Others,Canon,Printer MF445dw,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-598336229,Others,Logitech,DCP-L2550DW,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-598337495,Tablet,Apple,iPad 9th Gen,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-598338234,Laptop,ASUS,VivoBook 15,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
PRO-598339457,Projector,Epson,PA503W,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-598340626,Projector,BenQ,MH550,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-598341297,Others,Logitech,DCP-L2550DW,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-598342613,Desktop,Acer,EliteDesk 800,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-598343395,Desktop,Dell,EliteDesk 800,,Available,"13.3 inch Display, 128GB Storage",Fair
LAP-598344153,Laptop,Lenovo,ThinkPad E14,,Maintenance,"13.3 inch Display, 128GB Storage",New
OTH-598345157,Others,Logitech,LaserJet Pro,,Available,"3000 Lumens, HDMI, VGA",Good
OTH-598346480,Others,Logitech,Printer MF445dw,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
TAB-598347924,Tablet,Apple,MatePad,,Maintenance,"Network Ready, Duplex Printing",Good
OTH-598348025,Others,HP,DCP-L2550DW,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-598349248,Tablet,Apple,Galaxy Tab A8,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-598350083,Tablet,Apple,MatePad,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-598351433,Tablet,Lenovo,MatePad,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-598352570,Projector,Epson,PA503W,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-598353338,Laptop,HP,Aspire 5,,Available,"3000 Lumens, HDMI, VGA",Fair
TAB-598354676,Tablet,Huawei,Tab M10,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
PRO-598355064,Projector,Optoma,HD146X,,Available,"10.1 inch Display, 64GB Storage",Fair
TAB-598356946,Tablet,Lenovo,MatePad,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
DES-598357051,Desktop,Dell,OptiPlex 3080,,Maintenance,"4000 Lumens, Wireless",Good
OTH-598358595,Others,Logitech,Webcam C920,,Available,"3000 Lumens, HDMI, VGA",Good
LAP-598359114,Laptop,HP,Aspire 5,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
PRO-598360681,Projector,Epson,PA503W,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-598361269,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
TAB-598362524,Tablet,Lenovo,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",New
PRO-598363496,Projector,BenQ,PA503W,,Available,"4000 Lumens, Wireless",New
PRO-598364238,Projector,Optoma,EB-X05,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
TAB-598365813,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-598366938,Tablet,Huawei,Tab M10,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
PRO-598367428,Projector,Epson,MH550,,Available,"Network Ready, Duplex Printing",New
TAB-598368148,Tablet,Huawei,iPad 9th Gen,,Maintenance,"Network Ready, Duplex Printing",Good
LAP-598369242,Laptop,Dell,ThinkPad E14,,Available,"13.3 inch Display, 128GB Storage",New
PRO-598370802,Projector,ViewSonic,MH550,,Maintenance,"4000 Lumens, Wireless",Good
TAB-598371223,Tablet,Lenovo,Galaxy Tab A8,,Maintenance,"10.1 inch Display, 64GB Storage",Good
LAP-598372673,Laptop,Acer,ProBook 450,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
TAB-598373063,Tablet,Apple,MatePad,,Available,"Network Ready, Duplex Printing",New
TAB-598374269,Tablet,Apple,MatePad,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
DES-598375939,Desktop,HP,EliteDesk 800,,Maintenance,"Network Ready, Duplex Printing",Fair
OTH-598376214,Others,HP,LaserJet Pro,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
DES-598377390,Desktop,Acer,Veriton M,,Available,"10.1 inch Display, 64GB Storage",New
PRO-598378031,Projector,Epson,EB-X05,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-598379597,Desktop,Lenovo,EliteDesk 800,,Available,"Network Ready, Duplex Printing",New
OTH-598380737,Others,Canon,DCP-L2550DW,,Maintenance,"3000 Lumens, HDMI, VGA",New
TAB-598381198,Tablet,Samsung,MatePad,,Maintenance,"4000 Lumens, Wireless",Fair
TAB-598382088,Tablet,Lenovo,iPad 9th Gen,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
TAB-598383817,Tablet,Samsung,MatePad,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-598384783,Projector,ViewSonic,MH550,,Maintenance,"3000 Lumens, HDMI, VGA",Good
LAP-598385923,Laptop,Lenovo,ThinkPad E14,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
TAB-598386997,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-598387760,Laptop,Acer,Aspire 5,,Maintenance,"10.1 inch Display, 64GB Storage",Good
OTH-598388145,Others,Canon,Printer MF445dw,,Maintenance,"4000 Lumens, Wireless",New
OTH-598389409,Others,Logitech,Webcam C920,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-598390644,Desktop,Dell,ThinkCentre M720,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-598391047,Desktop,Lenovo,EliteDesk 800,,Available,"4000 Lumens, Wireless",Good
LAP-598392875,Laptop,Acer,Aspire 5,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
LAP-598393292,Laptop,Lenovo,Latitude 3520,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
LAP-598394212,Laptop,Acer,VivoBook 15,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-598395723,Others,Brother,DCP-L2550DW,,Available,"13.3 inch Display, 128GB Storage",New
DES-598396450,Desktop,Dell,Veriton M,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
OTH-598397483,Others,Logitech,DCP-L2550DW,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-598398135,Laptop,HP,VivoBook 15,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-598399054,Tablet,Huawei,MatePad,,Available,"Network Ready, Duplex Printing",Fair
DES-598400607,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
LAP-598401683,Laptop,ASUS,ProBook 450,,Available,"4000 Lumens, Wireless",Fair
OTH-598402858,Others,Canon,Printer MF445dw,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-598403615,Others,Canon,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",Good
TAB-598404894,Tablet,Huawei,MatePad,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
TAB-598405124,Tablet,Lenovo,Tab M10,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
DES-598406665,Desktop,Dell,OptiPlex 3080,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-598407885,Desktop,Lenovo,OptiPlex 3080,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
DES-598408197,Desktop,Lenovo,ThinkCentre M720,,Available,"Network Ready, Duplex Printing",Fair
DES-598409866,Desktop,Dell,OptiPlex 3080,,Available,"3000 Lumens, HDMI, VGA",Good
DES-598410098,Desktop,Acer,Veriton M,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-598411621,Others,HP,DCP-L2550DW,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-598412272,Laptop,Dell,Aspire 5,,Available,"Network Ready, Duplex Printing",Good
DES-598413105,Desktop,Dell,ThinkCentre M720,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
OTH-598414317,Others,Brother,Webcam C920,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
OTH-598415769,Others,Canon,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",Good
PRO-598416646,Projector,Epson,HD146X,,Available,"10.1 inch Display, 64GB Storage",New
TAB-598417050,Tablet,Huawei,Galaxy Tab A8,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-598418835,Desktop,Acer,EliteDesk 800,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-598419279,Laptop,Acer,VivoBook 15,,Maintenance,"4000 Lumens, Wireless",Good
OTH-598420246,Others,Logitech,Printer MF445dw,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-598421227,Projector,Optoma,HD146X,,Available,"Network Ready, Duplex Printing",New
TAB-598422492,Tablet,Lenovo,Tab M10,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
LAP-598423249,Laptop,ASUS,Latitude 3520,,Maintenance,"13.3 inch Display, 128GB Storage",New
OTH-598424599,Others,Canon,Webcam C920,,Maintenance,"3000 Lumens, HDMI, VGA",Good
LAP-598425635,Laptop,Acer,ThinkPad E14,,Available,"3000 Lumens, HDMI, VGA",Good
PRO-598426871,Projector,Epson,PA503W,,Maintenance,"10.1 inch Display, 64GB Storage",New
TAB-598427957,Tablet,Huawei,Galaxy Tab A8,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-598428665,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-598429728,Projector,Optoma,EB-X05,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
PRO-598430044,Projector,BenQ,PA503W,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-598431385,Laptop,Dell,ProBook 450,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-598432753,Tablet,Apple,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
TAB-598433596,Tablet,Apple,Tab M10,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-598434391,Laptop,Dell,ThinkPad E14,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
OTH-598435874,Others,Canon,Printer MF445dw,,Available,"10.1 inch Display, 64GB Storage",Fair
DES-598436598,Desktop,Acer,OptiPlex 3080,,Available,"13.3 inch Display, 128GB Storage",New
OTH-598437494,Others,Brother,DCP-L2550DW,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-598438147,Tablet,Samsung,Tab M10,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-598439619,Laptop,Dell,ThinkPad E14,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
OTH-598440177,Others,Logitech,LaserJet Pro,,Available,"Network Ready, Duplex Printing",Good
DES-598441884,Desktop,Dell,OptiPlex 3080,,Available,"Network Ready, Duplex Printing",New
DES-598442961,Desktop,HP,OptiPlex 3080,,Available,"10.1 inch Display, 64GB Storage",Fair
DES-598443267,Desktop,Dell,Veriton M,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
LAP-598444671,Laptop,ASUS,Latitude 3520,,Maintenance,"4000 Lumens, Wireless",Good
DES-598445165,Desktop,Acer,Veriton M,,Available,"4000 Lumens, Wireless",Good
DES-598446875,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-598447294,Desktop,Dell,OptiPlex 3080,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
PRO-598448529,Projector,BenQ,HD146X,,Maintenance,"4000 Lumens, Wireless",Fair
LAP-598449043,Laptop,Acer,Aspire 5,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-598450798,Desktop,Acer,ThinkCentre M720,,Available,"10.1 inch Display, 64GB Storage",Fair
PRO-598451930,Projector,Epson,MH550,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
OTH-598452488,Others,HP,LaserJet Pro,,Maintenance,"10.1 inch Display, 64GB Storage",Good
OTH-598453357,Others,Canon,DCP-L2550DW,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-598454894,Laptop,HP,Aspire 5,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-598455077,Desktop,Lenovo,Veriton M,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-598456871,Projector,Optoma,MH550,,Available,"Network Ready, Duplex Printing",Good
DES-598457662,Desktop,Acer,Veriton M,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-598458410,Projector,Optoma,MH550,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-598459255,Laptop,Dell,VivoBook 15,,Maintenance,"Network Ready, Duplex Printing",Fair
LAP-598460458,Laptop,ASUS,VivoBook 15,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-598461936,Laptop,Acer,ThinkPad E14,,Available,"3000 Lumens, HDMI, VGA",Fair
OTH-598462239,Others,Brother,DCP-L2550DW,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-598463020,Laptop,HP,VivoBook 15,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-598464305,Desktop,HP,OptiPlex 3080,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-598465341,Laptop,Acer,ThinkPad E14,,Available,"13.3 inch Display, 128GB Storage",Fair
OTH-598466852,Others,Canon,DCP-L2550DW,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
TAB-598467049,Tablet,Samsung,MatePad,,Maintenance,"3000 Lumens, HDMI, VGA",Good
DES-598468922,Desktop,Acer,Veriton M,,Maintenance,"10.1 inch Display, 64GB Storage",Good
LAP-598469370,Laptop,ASUS,ThinkPad E14,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-598470735,Tablet,Apple,Galaxy Tab A8,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-598471106,Laptop,ASUS,ProBook 450,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
TAB-598472876,Tablet,Huawei,Tab M10,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-598473329,Tablet,Samsung,Galaxy Tab A8,,Available,"Network Ready, Duplex Printing",New
PRO-598474623,Projector,BenQ,EB-X05,,Maintenance,"4000 Lumens, Wireless",Good
LAP-598475424,Laptop,Lenovo,Aspire 5,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-598476846,Projector,Optoma,HD146X,,Maintenance,"Network Ready, Duplex Printing",New
TAB-598477146,Tablet,Huawei,Galaxy Tab A8,,Maintenance,"Network Ready, Duplex Printing",Good
LAP-598478375,Laptop,Acer,Latitude 3520,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-598479674,Projector,Epson,PA503W,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-598480214,Projector,ViewSonic,PA503W,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
OTH-598481388,Others,Canon,Webcam C920,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
PRO-598482521,Projector,Optoma,MH550,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-598483177,Others,Canon,DCP-L2550DW,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-598484293,Laptop,HP,VivoBook 15,,Maintenance,"Network Ready, Duplex Printing",New
LAP-598485118,Laptop,HP,Latitude 3520,,Available,"4000 Lumens, Wireless",Fair
DES-598486758,Desktop,Dell,OptiPlex 3080,,Maintenance,"13.3 inch Display, 128GB Storage",Good
LAP-598487695,Laptop,Lenovo,ProBook 450,,Available,"4000 Lumens, Wireless",New
LAP-598488288,Laptop,HP,Aspire 5,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
OTH-598489176,Others,HP,Printer MF445dw,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-598490531,Others,Canon,LaserJet Pro,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-598491832,Others,Brother,LaserJet Pro,,Available,"4000 Lumens, Wireless",New
DES-598492065,Desktop,HP,OptiPlex 3080,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-598493903,Tablet,Apple,Galaxy Tab A8,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
OTH-598494744,Others,HP,Webcam C920,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
OTH-598495018,Others,HP,DCP-L2550DW,,Available,"10.1 inch Display, 64GB Storage",Fair
DES-598496522,Desktop,Lenovo,EliteDesk 800,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-598497614,Laptop,HP,ThinkPad E14,,Available,"10.1 inch Display, 64GB Storage",Fair
TAB-598498587,Tablet,Lenovo,MatePad,,Available,"Network Ready, Duplex Printing",Fair
DES-598499098,Desktop,Acer,OptiPlex 3080,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
DES-598500313,Desktop,Dell,Veriton M,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
PRO-598501719,Projector,Optoma,EB-X05,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-598502043,Desktop,Acer,Veriton M,,Available,"4000 Lumens, Wireless",Good
DES-598503789,Desktop,Lenovo,EliteDesk 800,,Maintenance,"10.1 inch Display, 64GB Storage",New
TAB-599504304,Tablet,Samsung,MatePad,,Available,"10.1 inch Display, 64GB Storage",New
PRO-599505543,Projector,Optoma,EB-X05,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-599506016,Laptop,Dell,VivoBook 15,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
