schoolCode,schoolName,category,province,district,sector,cell,village,email,phoneNumber,representativeEmail,status
SCH00212,Test School 212,Other,Western Province,Nyabihu,Sector 13,Cell 3,Village 3,school212@testschool.rw,+25078000212,,Active
SCH00213,Test School 213,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school213@testschool.rw,+25078000213,,Inactive
SCH00214,Test School 214,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school214@testschool.rw,+25078000214,,Active
SCH00215,Test School 215,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school215@testschool.rw,+25078000215,,Inactive
SCH00216,Test School 216,TSS,Eastern Province,Rwamagana,Sector 17,Cell 7,Village 7,school216@testschool.rw,+25078000216,,Active
SCH00217,Test School 217,VTC,Western Province,Karongi,Sector 18,Cell 8,Village 8,school217@testschool.rw,+25078000217,,Inactive
SCH00218,Test School 218,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school218@testschool.rw,+25078000218,,Active
SCH00219,Test School 219,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school219@testschool.rw,+25078000219,,Inactive
SCH00220,Test School 220,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school220@testschool.rw,+25078000220,,Active
SCH00221,Test School 221,Other,Eastern Province,Ngoma,Sector 2,Cell 2,Village 12,school221@testschool.rw,+25078000221,,Inactive
SCH00222,Test School 222,TSS,Western Province,Rusizi,Sector 3,Cell 3,Village 13,school222@testschool.rw,+25078000222,,Active
SCH00223,Test School 223,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school223@testschool.rw,+25078000223,,Inactive
SCH00224,Test School 224,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school224@testschool.rw,+25078000224,,Active
SCH00225,Test School 225,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school225@testschool.rw,+25078000225,,Inactive
SCH00226,Test School 226,VTC,Eastern Province,Kayonza,Sector 7,Cell 7,Village 2,school226@testschool.rw,+25078000226,,Active
SCH00227,Test School 227,Other,Western Province,Nyamasheke,Sector 8,Cell 8,Village 3,school227@testschool.rw,+25078000227,,Inactive
SCH00228,Test School 228,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school228@testschool.rw,+25078000228,,Active
SCH00229,Test School 229,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school229@testschool.rw,+25078000229,,Inactive
SCH00230,Test School 230,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school230@testschool.rw,+25078000230,,Active
SCH00231,Test School 231,TSS,Eastern Province,Bugesera,Sector 12,Cell 2,Village 7,school231@testschool.rw,+25078000231,,Inactive
SCH00232,Test School 232,VTC,Western Province,Ngororero,Sector 13,Cell 3,Village 8,school232@testschool.rw,+25078000232,,Active
SCH00233,Test School 233,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school233@testschool.rw,+25078000233,,Inactive
SCH00234,Test School 234,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school234@testschool.rw,+25078000234,,Active
SCH00235,Test School 235,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school235@testschool.rw,+25078000235,,Inactive
SCH00236,Test School 236,Other,Eastern Province,Nyagatare,Sector 17,Cell 7,Village 12,school236@testschool.rw,+25078000236,,Active
SCH00237,Test School 237,TSS,Western Province,Rutsiro,Sector 18,Cell 8,Village 13,school237@testschool.rw,+25078000237,,Inactive
SCH00238,Test School 238,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school238@testschool.rw,+25078000238,,Active
SCH00239,Test School 239,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school239@testschool.rw,+25078000239,,Inactive
SCH00240,Test School 240,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school240@testschool.rw,+25078000240,,Active
SCH00241,Test School 241,VTC,Eastern Province,Kirehe,Sector 2,Cell 2,Village 2,school241@testschool.rw,+25078000241,,Inactive
SCH00242,Test School 242,Other,Western Province,Rubavu,Sector 3,Cell 3,Village 3,school242@testschool.rw,+25078000242,,Active
SCH00243,Test School 243,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school243@testschool.rw,+25078000243,,Inactive
SCH00244,Test School 244,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school244@testschool.rw,+25078000244,,Active
SCH00245,Test School 245,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school245@testschool.rw,+25078000245,,Inactive
SCH00246,Test School 246,TSS,Eastern Province,Gatsibo,Sector 7,Cell 7,Village 7,school246@testschool.rw,+25078000246,,Active
SCH00247,Test School 247,VTC,Western Province,Nyabihu,Sector 8,Cell 8,Village 8,school247@testschool.rw,+25078000247,,Inactive
SCH00248,Test School 248,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school248@testschool.rw,+25078000248,,Active
SCH00249,Test School 249,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school249@testschool.rw,+25078000249,,Inactive
SCH00250,Test School 250,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school250@testschool.rw,+25078000250,,Active
SCH00251,Test School 251,Other,Eastern Province,Rwamagana,Sector 12,Cell 2,Village 12,school251@testschool.rw,+25078000251,,Inactive
SCH00252,Test School 252,TSS,Western Province,Karongi,Sector 13,Cell 3,Village 13,school252@testschool.rw,+25078000252,,Active
SCH00253,Test School 253,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school253@testschool.rw,+25078000253,,Inactive
SCH00254,Test School 254,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school254@testschool.rw,+25078000254,,Active
SCH00255,Test School 255,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school255@testschool.rw,+25078000255,,Inactive
SCH00256,Test School 256,VTC,Eastern Province,Ngoma,Sector 17,Cell 7,Village 2,school256@testschool.rw,+25078000256,,Active
SCH00257,Test School 257,Other,Western Province,Rusizi,Sector 18,Cell 8,Village 3,school257@testschool.rw,+25078000257,,Inactive
SCH00258,Test School 258,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school258@testschool.rw,+25078000258,,Active
SCH00259,Test School 259,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school259@testschool.rw,+25078000259,,Inactive
SCH00260,Test School 260,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school260@testschool.rw,+25078000260,,Active
SCH00261,Test School 261,TSS,Eastern Province,Kayonza,Sector 2,Cell 2,Village 7,school261@testschool.rw,+25078000261,,Inactive
SCH00262,Test School 262,VTC,Western Province,Nyamasheke,Sector 3,Cell 3,Village 8,school262@testschool.rw,+25078000262,,Active
SCH00263,Test School 263,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school263@testschool.rw,+25078000263,,Inactive
SCH00264,Test School 264,TSS,Southern Province,Gisagara,Sector 5,Cell 5,Village 10,school264@testschool.rw,+25078000264,,Active
SCH00265,Test School 265,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school265@testschool.rw,+25078000265,,Inactive
SCH00266,Test School 266,Other,Eastern Province,Bugesera,Sector 7,Cell 7,Village 12,school266@testschool.rw,+25078000266,,Active
SCH00267,Test School 267,TSS,Western Province,Ngororero,Sector 8,Cell 8,Village 13,school267@testschool.rw,+25078000267,,Inactive
SCH00268,Test School 268,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school268@testschool.rw,+25078000268,,Active
SCH00269,Test School 269,Other,Southern Province,Nyanza,Sector 10,Cell 10,Village 15,school269@testschool.rw,+25078000269,,Inactive
SCH00270,Test School 270,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school270@testschool.rw,+25078000270,,Active
SCH00271,Test School 271,VTC,Eastern Province,Nyagatare,Sector 12,Cell 2,Village 2,school271@testschool.rw,+25078000271,,Inactive
SCH00272,Test School 272,Other,Western Province,Rutsiro,Sector 13,Cell 3,Village 3,school272@testschool.rw,+25078000272,,Active
SCH00273,Test School 273,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school273@testschool.rw,+25078000273,,Inactive
SCH00274,Test School 274,VTC,Southern Province,Kamonyi,Sector 15,Cell 5,Village 5,school274@testschool.rw,+25078000274,,Active
SCH00275,Test School 275,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school275@testschool.rw,+25078000275,,Inactive
SCH00276,Test School 276,TSS,Eastern Province,Kirehe,Sector 17,Cell 7,Village 7,school276@testschool.rw,+25078000276,,Active
SCH00277,Test School 277,VTC,Western Province,Rubavu,Sector 18,Cell 8,Village 8,school277@testschool.rw,+25078000277,,Inactive
SCH00278,Test School 278,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school278@testschool.rw,+25078000278,,Active
SCH00279,Test School 279,TSS,Southern Province,Ruhango,Sector 20,Cell 10,Village 10,school279@testschool.rw,+25078000279,,Inactive
SCH00280,Test School 280,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school280@testschool.rw,+25078000280,,Active
SCH00281,Test School 281,Other,Eastern Province,Gatsibo,Sector 2,Cell 2,Village 12,school281@testschool.rw,+25078000281,,Inactive
SCH00282,Test School 282,TSS,Western Province,Nyabihu,Sector 3,Cell 3,Village 13,school282@testschool.rw,+25078000282,,Active
SCH00283,Test School 283,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school283@testschool.rw,+25078000283,,Inactive
SCH00284,Test School 284,Other,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 15,school284@testschool.rw,+25078000284,,Active
SCH00285,Test School 285,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school285@testschool.rw,+25078000285,,Inactive
SCH00286,Test School 286,VTC,Eastern Province,Rwamagana,Sector 7,Cell 7,Village 2,school286@testschool.rw,+25078000286,,Active
SCH00287,Test School 287,Other,Western Province,Karongi,Sector 8,Cell 8,Village 3,school287@testschool.rw,+25078000287,,Inactive
SCH00288,Test School 288,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school288@testschool.rw,+25078000288,,Active
SCH00289,Test School 289,VTC,Southern Province,Huye,Sector 10,Cell 10,Village 5,school289@testschool.rw,+25078000289,,Inactive
SCH00290,Test School 290,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school290@testschool.rw,+25078000290,,Active
SCH00291,Test School 291,TSS,Eastern Province,Ngoma,Sector 12,Cell 2,Village 7,school291@testschool.rw,+25078000291,,Inactive
SCH00292,Test School 292,VTC,Western Province,Rusizi,Sector 13,Cell 3,Village 8,school292@testschool.rw,+25078000292,,Active
SCH00293,Test School 293,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school293@testschool.rw,+25078000293,,Inactive
SCH00294,Test School 294,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school294@testschool.rw,+25078000294,,Active
SCH00295,Test School 295,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school295@testschool.rw,+25078000295,,Inactive
SCH00296,Test School 296,Other,Eastern Province,Kayonza,Sector 17,Cell 7,Village 12,school296@testschool.rw,+25078000296,,Active
SCH00297,Test School 297,TSS,Western Province,Nyamasheke,Sector 18,Cell 8,Village 13,school297@testschool.rw,+25078000297,,Inactive
SCH00298,Test School 298,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school298@testschool.rw,+25078000298,,Active
SCH00299,Test School 299,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school299@testschool.rw,+25078000299,,Inactive
SCH00300,Test School 300,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school300@testschool.rw,+25078000300,,Active
SCH00301,Test School 301,VTC,Eastern Province,Bugesera,Sector 2,Cell 2,Village 2,school301@testschool.rw,+25078000301,,Inactive
SCH00302,Test School 302,Other,Western Province,Ngororero,Sector 3,Cell 3,Village 3,school302@testschool.rw,+25078000302,,Active
SCH00303,Test School 303,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school303@testschool.rw,+25078000303,,Inactive
SCH00304,Test School 304,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school304@testschool.rw,+25078000304,,Active
SCH00305,Test School 305,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school305@testschool.rw,+25078000305,,Inactive
SCH00306,Test School 306,TSS,Eastern Province,Nyagatare,Sector 7,Cell 7,Village 7,school306@testschool.rw,+25078000306,,Active
SCH00307,Test School 307,VTC,Western Province,Rutsiro,Sector 8,Cell 8,Village 8,school307@testschool.rw,+25078000307,,Inactive
SCH00308,Test School 308,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school308@testschool.rw,+25078000308,,Active
SCH00309,Test School 309,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school309@testschool.rw,+25078000309,,Inactive
SCH00310,Test School 310,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school310@testschool.rw,+25078000310,,Active
SCH00311,Test School 311,Other,Eastern Province,Kirehe,Sector 12,Cell 2,Village 12,school311@testschool.rw,+25078000311,,Inactive
SCH00312,Test School 312,TSS,Western Province,Rubavu,Sector 13,Cell 3,Village 13,school312@testschool.rw,+25078000312,,Active
SCH00313,Test School 313,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school313@testschool.rw,+25078000313,,Inactive
SCH00314,Test School 314,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school314@testschool.rw,+25078000314,,Active
SCH00315,Test School 315,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school315@testschool.rw,+25078000315,,Inactive
SCH00316,Test School 316,VTC,Eastern Province,Gatsibo,Sector 17,Cell 7,Village 2,school316@testschool.rw,+25078000316,,Active
SCH00317,Test School 317,Other,Western Province,Nyabihu,Sector 18,Cell 8,Village 3,school317@testschool.rw,+25078000317,,Inactive
SCH00318,Test School 318,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school318@testschool.rw,+25078000318,,Active
SCH00319,Test School 319,VTC,Southern Province,Ruhango,Sector 20,Cell 10,Village 5,school319@testschool.rw,+25078000319,,Inactive
SCH00320,Test School 320,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school320@testschool.rw,+25078000320,,Active
SCH00321,Test School 321,TSS,Eastern Province,Rwamagana,Sector 2,Cell 2,Village 7,school321@testschool.rw,+25078000321,,Inactive
SCH00322,Test School 322,VTC,Western Province,Karongi,Sector 3,Cell 3,Village 8,school322@testschool.rw,+25078000322,,Active
SCH00323,Test School 323,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school323@testschool.rw,+25078000323,,Inactive
SCH00324,Test School 324,TSS,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 10,school324@testschool.rw,+25078000324,,Active
SCH00325,Test School 325,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school325@testschool.rw,+25078000325,,Inactive
SCH00326,Test School 326,Other,Eastern Province,Ngoma,Sector 7,Cell 7,Village 12,school326@testschool.rw,+25078000326,,Active
SCH00327,Test School 327,TSS,Western Province,Rusizi,Sector 8,Cell 8,Village 13,school327@testschool.rw,+25078000327,,Inactive
SCH00328,Test School 328,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school328@testschool.rw,+25078000328,,Active
SCH00329,Test School 329,Other,Southern Province,Huye,Sector 10,Cell 10,Village 15,school329@testschool.rw,+25078000329,,Inactive
SCH00330,Test School 330,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school330@testschool.rw,+25078000330,,Active
SCH00331,Test School 331,VTC,Eastern Province,Kayonza,Sector 12,Cell 2,Village 2,school331@testschool.rw,+25078000331,,Inactive
SCH00332,Test School 332,Other,Western Province,Nyamasheke,Sector 13,Cell 3,Village 3,school332@testschool.rw,+25078000332,,Active
SCH00333,Test School 333,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school333@testschool.rw,+25078000333,,Inactive
SCH00334,Test School 334,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school334@testschool.rw,+25078000334,,Active
SCH00335,Test School 335,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school335@testschool.rw,+25078000335,,Inactive
SCH00336,Test School 336,TSS,Eastern Province,Bugesera,Sector 17,Cell 7,Village 7,school336@testschool.rw,+25078000336,,Active
SCH00337,Test School 337,VTC,Western Province,Ngororero,Sector 18,Cell 8,Village 8,school337@testschool.rw,+25078000337,,Inactive
SCH00338,Test School 338,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school338@testschool.rw,+25078000338,,Active
SCH00339,Test School 339,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school339@testschool.rw,+25078000339,,Inactive
SCH00340,Test School 340,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school340@testschool.rw,+25078000340,,Active
SCH00341,Test School 341,Other,Eastern Province,Nyagatare,Sector 2,Cell 2,Village 12,school341@testschool.rw,+25078000341,,Inactive
SCH00342,Test School 342,TSS,Western Province,Rutsiro,Sector 3,Cell 3,Village 13,school342@testschool.rw,+25078000342,,Active
SCH00343,Test School 343,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school343@testschool.rw,+25078000343,,Inactive
SCH00344,Test School 344,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school344@testschool.rw,+25078000344,,Active
SCH00345,Test School 345,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school345@testschool.rw,+25078000345,,Inactive
SCH00346,Test School 346,VTC,Eastern Province,Kirehe,Sector 7,Cell 7,Village 2,school346@testschool.rw,+25078000346,,Active
SCH00347,Test School 347,Other,Western Province,Rubavu,Sector 8,Cell 8,Village 3,school347@testschool.rw,+25078000347,,Inactive
SCH00348,Test School 348,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school348@testschool.rw,+25078000348,,Active
SCH00349,Test School 349,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school349@testschool.rw,+25078000349,,Inactive
SCH00350,Test School 350,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school350@testschool.rw,+25078000350,,Active
SCH00351,Test School 351,TSS,Eastern Province,Gatsibo,Sector 12,Cell 2,Village 7,school351@testschool.rw,+25078000351,,Inactive
SCH00352,Test School 352,VTC,Western Province,Nyabihu,Sector 13,Cell 3,Village 8,school352@testschool.rw,+25078000352,,Active
SCH00353,Test School 353,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school353@testschool.rw,+25078000353,,Inactive
SCH00354,Test School 354,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school354@testschool.rw,+25078000354,,Active
